LotFrontage,LotArea,Street,LotShape,Utilities,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,FinalBid,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,YrSold,MSSubClass,MSZoning,Alley,LandContour,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,Foundation,Heating,CentralAir,Electrical,GarageType,GarageFinish,Fence,MiscFeature,MoSold,SaleType,SaleCondition,SalePrice
85.0,10628,2,4,4,3,4,5,1970,1970,0.0,3,4,3,158914.5010040329,4,3,6,778,1,0,499,1277,3,1277,0,0,1277,1,0,1,0,2,1,3,5,8,1,1,1970.0,2,526,3,3,2,0,0,0,0,176,0,0,0,2007,SC20,RL,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Flat,Tar&Grv,Plywood,Plywood,None,CBlock,GasA,Y,SBrkr,Attchd,Unf,GdWo,No,Apr,WD,Normal,167000
21.0,2217,2,4,4,3,7,4,1970,1970,0.0,3,3,3,95360.39241195317,3,0,4,273,2,273,0,546,3,546,546,0,1092,0,0,1,1,3,1,3,6,8,0,0,1970.0,1,286,3,3,2,238,0,0,0,0,0,0,0,2009,SC160,RM,None,Lvl,Inside,MeadowV,Norm,Norm,TwnhsE,2Story,Gable,CompShg,CemntBd,CmentBd,None,CBlock,GasA,Y,SBrkr,Attchd,RFn,No,No,Aug,WD,Normal,88000
100.0,21750,2,4,4,3,6,4,1960,2006,75.0,3,2,0,122358.8112019653,0,0,0,0,0,0,0,0,3,1771,0,0,1771,0,0,1,0,3,1,3,9,7,1,3,1960.0,2,336,3,3,2,0,0,0,0,0,0,0,0,2009,SC20,RL,None,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,Slab,GasA,Y,SBrkr,Attchd,Unf,GdPrv,No,Nov,WD,Normal,115000
60.0,7200,2,4,4,3,6,7,1937,1950,252.0,3,3,4,152273.65933797817,3,0,5,569,1,0,162,731,5,981,787,0,1768,1,0,1,1,3,1,4,7,8,2,3,1939.0,1,240,3,3,2,0,0,264,0,0,0,0,0,2007,SC50,RL,None,Lvl,Corner,SWISU,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,BrkTil,GasA,Y,SBrkr,Detchd,Unf,MnPrv,No,Jun,WD,Normal,175000
91.0,14303,2,3,4,3,3,5,1994,1994,554.0,4,3,4,328892.3625876156,3,3,6,1314,1,0,672,1986,5,1987,0,0,1987,1,0,2,0,2,1,4,7,8,1,3,1994.0,2,691,3,3,2,262,36,0,0,0,0,0,0,2008,SC20,RL,None,Lvl,Corner,NoRidge,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Fin,No,No,Aug,WD,Normal,301500
75.0,10215,2,4,4,3,7,5,1954,1954,132.0,3,3,3,82994.19169808178,3,0,5,492,1,0,372,864,5,948,0,0,948,0,0,1,0,3,1,3,5,8,0,0,1954.0,1,248,3,3,2,0,0,0,0,0,0,0,0,2007,SC20,RL,None,Bnk,Inside,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Unf,No,No,Feb,WD,Normal,111000
134.0,19378,2,3,4,3,4,5,2005,2006,456.0,4,3,4,375031.6925889428,3,1,6,57,1,0,1335,1392,5,1392,1070,0,2462,1,0,2,1,4,1,4,9,8,1,4,2006.0,2,576,3,3,2,239,132,0,168,0,0,0,0,2006,SC60,RL,None,HLS,Corner,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,RFn,No,No,Mar,New,Partial,320000
30.0,3180,2,4,4,3,4,5,2005,2005,0.0,4,3,4,158083.77731678108,3,0,1,0,1,0,600,600,5,520,600,80,1200,0,0,2,1,2,1,4,4,8,0,0,2005.0,2,480,3,3,2,0,166,0,0,0,0,0,0,2006,SC160,FV,2,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,SBrkr,Detchd,RFn,No,No,Apr,WD,Abnorml,144152
0.0,9286,2,3,4,2,6,7,1977,1989,0.0,3,3,4,171706.17025953156,4,2,5,196,1,0,1072,1268,3,1268,0,0,1268,0,0,1,1,3,1,4,5,8,0,0,1978.0,1,252,3,3,2,173,0,0,0,0,0,0,0,2009,SC20,RL,None,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,None,CBlock,GasA,Y,SBrkr,Detchd,Unf,No,No,Oct,WD,Normal,143500
116.0,13474,2,4,4,3,4,5,1990,1991,246.0,4,3,4,316388.50598453084,3,0,5,700,1,0,0,700,4,1122,1121,0,2243,1,0,2,1,4,1,4,8,8,1,3,1990.0,3,746,3,3,2,127,44,224,0,0,0,0,0,2007,SC60,RL,None,Lvl,Inside,SawyerW,Feedr,Norm,1Fam,2Story,Gable,CompShg,HdBoard,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,RFn,No,No,Jun,WD,Normal,225000
82.0,9452,2,4,4,3,3,5,1997,1998,423.0,4,3,4,444270.84468317433,3,0,6,1074,1,0,322,1396,5,1407,985,0,2392,1,0,2,1,3,1,4,7,8,1,3,1997.0,3,870,3,3,2,0,70,0,0,0,0,0,0,2006,SC60,RL,None,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Fin,No,No,Jun,WD,Normal,348000
75.0,10382,2,4,4,3,5,5,1958,1958,105.0,3,2,3,134194.22593641948,3,3,5,513,1,0,75,588,3,1095,0,0,1095,1,0,1,0,2,1,3,6,8,0,0,1958.0,1,264,3,3,2,0,0,0,0,0,0,0,0,2006,SC190,RL,None,Lvl,Inside,NAmes,Norm,Norm,2fmCon,SLvl,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,RFn,No,No,Mar,ConLD,Normal,140000
73.0,9069,2,4,4,3,5,6,1992,1992,0.0,3,3,4,193519.08929817445,3,2,6,747,1,0,189,936,5,996,0,0,996,1,0,1,0,2,1,4,5,8,0,0,1992.0,2,564,3,3,2,120,0,0,0,0,0,0,0,2010,SC85,RL,None,Lvl,Inside,SawyerW,Norm,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,Attchd,Unf,No,No,Apr,WD,Normal,147000
48.0,6955,2,3,4,3,4,5,2005,2006,94.0,4,3,4,204089.9341636352,3,0,1,0,1,0,1368,1368,5,1368,0,0,1368,0,0,2,0,2,1,4,6,8,1,4,2005.0,2,474,3,3,2,132,35,0,0,0,0,0,0,2006,SC120,RL,None,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,RFn,No,No,Sep,New,Partial,202500
60.0,6000,2,4,4,2,7,4,1953,1953,0.0,2,3,2,101249.1879983586,3,0,1,0,1,0,936,936,3,936,0,0,936,0,0,1,0,2,1,3,4,6,0,0,1974.0,2,576,3,3,2,0,32,112,0,0,0,0,0,2009,SC20,RM,2,Bnk,Inside,OldTown,Norm,Norm,2fmCon,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,N,SBrkr,Detchd,Unf,No,No,Feb,WD,Normal,93000
82.0,7136,2,3,4,3,5,6,1946,1950,423.0,3,3,4,152547.6086020645,3,0,3,484,1,0,495,979,3,979,979,0,1958,0,0,2,0,4,2,3,8,8,0,0,1946.0,2,492,3,3,2,0,0,0,0,0,0,0,0,2007,SC90,RH,None,HLS,Inside,Crawfor,Norm,Norm,Duplex,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,N,FuseF,Attchd,Unf,No,No,Aug,WD,Normal,145000
90.0,14115,2,3,4,3,5,7,1956,2004,0.0,3,3,3,234611.86478331196,3,0,5,296,6,547,230,1073,5,1811,0,0,1811,0,0,1,0,2,1,5,6,8,1,4,1956.0,2,470,3,3,2,0,0,280,0,0,0,0,0,2006,SC20,RL,None,Lvl,Inside,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,Stone,Stone,None,PConc,GasA,Y,SBrkr,Attchd,Fin,No,No,Jul,WD,Abnorml,230000
54.0,13811,2,3,4,3,5,6,1987,1987,72.0,3,3,4,180558.56087534045,4,0,6,980,2,40,92,1112,4,1137,0,0,1137,1,0,2,0,2,1,4,5,8,1,3,1987.0,2,551,3,3,2,125,0,0,0,0,0,0,0,2006,SC20,RL,None,Lvl,Inside,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Unf,No,No,Jul,WD,Normal,176000
75.0,13710,2,4,4,3,6,5,1950,1950,0.0,3,3,3,172317.35134387706,3,0,4,420,1,0,490,910,3,910,648,0,1558,0,0,1,1,4,1,3,6,8,0,0,1950.0,1,282,3,3,2,289,0,0,0,0,0,0,0,2007,SC50,RM,None,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,FuseA,Attchd,Unf,MnPrv,No,Jun,WD,Normal,152000
98.0,8820,2,4,4,3,6,6,1890,1996,0.0,3,3,3,116527.14120598564,3,0,2,1088,1,0,0,1088,3,1188,561,120,1869,0,0,1,0,2,1,3,7,8,0,0,1963.0,2,456,3,3,2,48,0,244,0,0,0,0,0,2009,SC50,RM,None,Lvl,Corner,OldTown,Norm,Norm,1Fam,1.5Fin,Hip,CompShg,VinylSd,VinylSd,None,BrkTil,GasA,Y,SBrkr,Detchd,Unf,MnWw,No,Sep,WD,Normal,124900
105.0,15578,2,3,4,3,5,5,2006,2006,0.0,4,3,4,204583.48831289465,3,0,1,0,1,0,728,728,4,728,728,0,1456,0,0,2,1,3,1,3,8,8,0,0,2006.0,2,429,3,3,2,0,0,0,0,0,0,0,0,2006,SC60,RL,None,Lvl,Corner,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,RFn,No,No,May,New,Partial,172785
80.0,10421,2,4,4,3,4,5,1988,1988,42.0,3,3,4,201118.32430711473,3,0,6,394,1,0,586,980,3,980,734,0,1714,0,0,2,1,3,1,3,7,8,1,3,1988.0,2,496,3,3,2,228,66,156,0,0,0,0,500,2010,SC60,RL,None,Lvl,Inside,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Unf,MnPrv,Shed,Mar,WD,Normal,196500
94.0,9400,2,4,4,3,5,5,1971,1971,0.0,3,3,3,146304.95652145476,3,2,1,0,1,0,912,912,3,912,912,0,1824,0,0,2,2,4,2,3,8,8,0,0,1980.0,0,0,0,0,2,128,0,0,0,0,0,0,0,2010,SC90,RL,None,Low,Corner,Mitchel,Norm,Norm,Duplex,2Story,Mansard,CompShg,MetalSd,Wd Shng,None,CBlock,GasA,Y,SBrkr,No,No,No,No,Apr,WD,Normal,139000
85.0,16056,2,3,4,3,2,5,2005,2006,208.0,4,3,5,520975.18544109014,3,2,6,240,1,0,1752,1992,5,1992,876,0,2868,0,0,3,1,4,1,5,11,8,1,4,2005.0,3,716,3,3,2,214,108,0,0,0,0,0,0,2006,SC60,RL,None,Lvl,Inside,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,CemntBd,CmentBd,Stone,PConc,GasA,Y,SBrkr,BuiltIn,Fin,No,No,Jul,New,Partial,556581
59.0,5310,2,4,4,3,5,8,1910,2003,0.0,3,4,3,122684.65654535001,2,0,1,0,1,0,485,485,4,1001,634,0,1635,0,0,1,0,2,1,4,5,8,0,0,1950.0,1,255,2,3,2,394,0,0,0,0,0,0,0,2006,SC50,RM,None,Lvl,Corner,OldTown,Feedr,Norm,1Fam,1.5Fin,Hip,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,Attchd,Unf,No,No,Jun,WD,Normal,117000
56.0,4060,2,4,4,3,6,8,1922,1950,0.0,3,3,2,109190.50831879134,3,0,1,0,1,0,864,864,5,864,0,0,864,0,0,1,0,2,1,3,4,8,0,0,1980.0,0,0,0,0,2,0,96,0,0,0,0,0,0,2009,SC30,RL,None,Lvl,Corner,Edwards,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Y,SBrkr,No,No,No,No,Jul,WD,Normal,99900
51.0,9842,2,4,4,3,6,6,1921,1998,0.0,3,3,3,190193.7408770892,2,0,1,0,1,0,612,612,5,990,1611,0,2601,0,0,3,1,4,1,3,8,8,0,0,1998.0,2,621,3,3,2,183,0,301,0,0,0,0,0,2008,SC70,RL,None,Lvl,Inside,SWISU,Feedr,Norm,1Fam,2Story,Gable,CompShg,MetalSd,Wd Sdng,None,BrkTil,GasA,Y,SBrkr,BuiltIn,RFn,No,No,May,WD,Normal,189000
44.0,5306,2,3,4,3,4,7,1987,1987,0.0,4,4,4,190300.73307133518,4,0,6,495,3,215,354,1064,4,1064,703,0,1767,1,0,2,0,2,1,4,5,8,1,3,1987.0,2,504,4,3,2,441,35,0,0,0,0,0,0,2006,SC160,RL,None,Lvl,Inside,StoneBr,Norm,Norm,TwnhsE,2Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,Attchd,RFn,No,No,Jun,WD,Normal,239000
71.0,8520,2,4,4,3,6,4,1952,1952,0.0,3,2,3,108371.33736299691,3,0,3,507,1,0,403,910,2,910,475,0,1385,0,0,2,0,4,1,3,6,8,0,0,2000.0,2,720,3,3,2,0,0,0,0,0,0,0,0,2010,SC50,RL,None,Lvl,Corner,NAmes,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Detchd,Unf,MnPrv,No,Jun,WD,Normal,166000
85.0,11049,2,4,4,3,3,5,2007,2007,0.0,4,3,5,170501.02193119487,3,2,1,0,1,0,1234,1234,5,1234,0,0,1234,0,0,2,0,3,1,4,7,8,0,0,2007.0,2,484,3,3,2,0,30,0,0,0,0,0,0,2008,SC20,RL,None,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,RFn,No,No,Jan,WD,Normal,179900
69.0,7590,2,4,4,3,6,5,1962,1962,288.0,3,3,3,211512.26914543463,3,0,5,540,1,0,324,864,3,876,936,0,1812,0,0,2,0,4,1,3,8,8,1,3,1962.0,1,264,3,3,2,0,168,0,0,0,0,0,0,2007,SC60,RL,None,Lvl,Inside,NAmes,PosN,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,RFn,No,No,Jul,WD,Normal,169500
0.0,6853,2,3,4,3,3,5,2001,2002,136.0,4,3,5,214356.29107085927,3,0,6,1005,1,0,262,1267,5,1296,0,0,1296,1,0,2,0,2,1,4,6,8,0,0,2001.0,2,471,3,3,2,192,25,0,0,0,0,0,0,2009,SC20,RL,None,Lvl,Inside,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Fin,No,No,Jun,WD,Normal,220000
60.0,10998,2,4,4,3,6,5,1941,1960,0.0,3,3,3,131915.81809698694,3,0,2,408,4,420,156,984,5,984,620,0,1604,0,0,2,0,3,1,3,6,6,0,0,1977.0,2,660,3,3,2,0,68,0,0,0,0,0,0,2009,SC50,RL,1,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Detchd,Unf,No,No,Jul,WD,Normal,117000
61.0,7930,2,4,4,3,5,8,1969,2005,0.0,3,3,3,98118.73861074413,3,0,6,439,2,472,115,1026,4,1026,0,0,1026,1,0,1,0,3,1,4,5,8,0,0,1969.0,2,440,3,3,2,171,48,0,0,0,0,0,0,2009,SC20,RL,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,SBrkr,Detchd,RFn,No,No,Jul,WD,Normal,156000
77.0,9206,2,4,4,3,5,5,1985,1985,336.0,4,3,4,207243.74414971506,3,0,1,0,1,0,741,741,3,977,755,0,1732,0,0,2,1,3,1,4,7,8,1,3,1985.0,2,476,3,3,2,192,46,0,0,0,0,0,0,2010,SC60,RL,None,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Fin,No,No,Jun,WD,Normal,178000
85.0,6970,2,4,4,3,7,5,1961,1961,0.0,3,3,3,147608.30345845976,3,0,5,932,1,0,108,1040,3,1120,0,0,1120,1,0,1,1,3,1,2,5,8,0,0,1961.0,2,544,3,3,2,168,0,0,0,0,0,0,400,2007,SC20,RL,None,Lvl,Corner,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,Attchd,RFn,No,Shed,May,WD,Normal,129000
64.0,7018,2,4,4,3,6,5,1979,1979,0.0,3,2,0,113345.94812143009,0,0,0,0,0,0,0,0,3,1535,0,0,1535,0,0,2,0,4,2,3,8,8,0,0,1979.0,2,410,3,3,2,0,0,0,0,0,0,0,0,2009,SC90,RL,None,Bnk,Inside,SawyerW,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,None,Slab,GasA,Y,SBrkr,Attchd,Unf,No,No,Jun,WD,Alloca,118964
0.0,12046,2,3,4,3,5,6,1976,1976,298.0,3,3,3,200755.2540848376,3,0,2,156,1,0,692,848,3,1118,912,0,2030,0,0,2,1,4,1,4,8,8,1,3,1976.0,2,551,3,3,2,0,224,0,0,0,0,0,0,2007,SC60,RL,None,Lvl,Inside,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Fin,No,No,Jun,WD,Normal,195000
0.0,36500,2,3,4,2,6,5,1964,1964,621.0,3,4,3,177917.0100138334,3,2,3,812,1,0,812,1624,2,1582,0,0,1582,0,1,2,0,4,1,3,7,8,0,0,1964.0,2,390,3,3,0,168,198,0,0,0,0,0,0,2006,SC20,RL,None,Low,Inside,ClearCr,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,CBlock,GasA,Y,SBrkr,Attchd,Unf,No,No,Jun,WD,Normal,190000
88.0,8471,2,3,4,3,5,7,1977,1995,46.0,3,3,4,183394.71945568584,4,2,5,506,1,0,0,506,3,1212,0,0,1212,1,0,1,0,3,1,3,6,8,1,3,1978.0,2,492,3,3,2,292,12,0,0,0,0,0,0,2006,SC80,RL,None,Lvl,Corner,Sawyer,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Unf,GdWo,No,Jul,WD,Normal,151000
85.0,10200,2,4,4,3,5,5,1988,1989,219.0,4,3,4,198066.54980402696,3,2,6,783,1,0,678,1461,5,1509,0,0,1509,1,0,2,0,3,1,4,5,8,1,2,1988.0,2,600,3,3,2,224,0,0,0,0,0,0,0,2008,SC80,RL,None,Lvl,Inside,Timber,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,RFn,No,No,Aug,WD,Abnorml,175000
78.0,10496,2,4,4,3,5,6,1949,1950,320.0,3,3,3,130124.61492194375,3,1,3,196,1,0,844,1040,5,1168,678,0,1846,0,0,2,0,3,1,3,7,8,1,4,1949.0,1,315,3,3,2,0,0,0,0,0,0,0,0,2007,SC50,RL,None,Lvl,Inside,NAmes,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Unf,GdWo,No,Jan,WD,Normal,143000
80.0,14000,2,4,4,2,4,5,1996,1997,0.0,4,3,5,237308.24924816986,3,3,6,1201,1,0,105,1306,5,1306,954,0,2260,1,0,2,1,3,1,4,7,8,0,0,1996.0,2,533,3,3,2,296,44,0,0,0,0,0,0,2010,SC60,RL,None,Lvl,Inside,ClearCr,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Y,SBrkr,Attchd,RFn,No,No,Apr,WD,Normal,328000
0.0,12925,2,3,4,3,5,7,1970,1970,0.0,3,3,3,316968.86911477556,3,1,4,865,1,0,340,1205,5,2117,0,0,2117,0,0,2,1,4,1,3,7,8,2,4,1970.0,2,550,3,3,2,0,42,0,0,0,0,0,0,2008,SC20,RL,None,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Plywood,None,CBlock,GasA,Y,SBrkr,Attchd,Fin,No,No,May,WD,Normal,237500
41.0,5395,2,3,4,3,3,5,1993,1993,0.0,4,3,4,142543.47657054983,3,0,6,733,1,0,604,1337,4,1337,0,0,1337,1,0,2,0,2,1,4,5,8,1,3,1993.0,2,462,3,3,2,96,0,70,168,0,0,0,0,2008,SC120,RL,None,HLS,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,Attchd,RFn,No,No,Oct,WD,Normal,180000
80.0,8800,2,4,4,3,5,6,1964,1964,425.0,3,3,3,160238.0103971229,3,0,4,553,1,0,698,1251,3,1251,0,0,1251,1,0,1,0,3,1,3,6,8,2,4,1964.0,1,461,3,3,2,0,116,0,0,0,0,0,700,2006,SC20,RL,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,RFn,MnPrv,Shed,Mar,WD,Normal,160000
50.0,8765,2,4,4,3,7,6,1936,1950,0.0,3,3,3,128719.8328760727,3,0,5,285,1,0,666,951,5,951,0,0,951,0,0,1,0,2,1,3,6,8,0,0,1936.0,1,327,3,3,2,0,28,0,0,0,0,0,0,2006,SC30,RM,1,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,N,SBrkr,Detchd,Unf,No,No,Apr,WD,Abnorml,106500
60.0,8730,2,4,4,3,5,7,1915,2003,0.0,3,3,3,148871.92152972825,3,0,1,0,1,0,698,698,5,698,698,0,1396,0,0,1,0,3,1,3,7,8,0,0,2003.0,1,384,3,3,2,0,0,0,0,259,0,0,0,2007,SC70,RL,None,Lvl,Inside,BrkSide,RRAn,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,FuseA,Detchd,Unf,No,No,Jul,WD,Normal,153575
80.0,16692,2,3,4,3,4,5,1978,1978,184.0,3,3,4,363869.2713045125,3,0,4,790,2,469,133,1392,3,1392,1392,0,2784,1,0,3,1,5,1,4,12,8,2,3,1978.0,2,564,3,3,2,0,112,0,0,440,519,1,2000,2006,SC60,RL,None,Lvl,Inside,NWAmes,RRAn,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,RFn,MnPrv,TenC,Jul,WD,Normal,250000
60.0,10800,2,4,4,3,7,7,1885,1995,0.0,3,3,2,93371.51006555758,3,0,1,0,1,0,641,641,4,1047,0,0,1047,0,0,1,0,2,1,3,6,8,0,0,1954.0,1,273,2,2,0,0,0,0,0,0,0,0,450,2007,SC30,RM,1,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,Mansard,CompShg,VinylSd,VinylSd,None,BrkTil,GasA,Y,SBrkr,Detchd,Unf,No,Shed,Aug,WD,Normal,100000
44.0,6442,2,3,4,3,3,5,2006,2006,178.0,4,3,4,164634.63690204924,4,1,6,24,1,0,1346,1370,5,1370,0,0,1370,0,0,2,0,2,1,4,6,8,1,4,2006.0,2,484,3,3,2,120,49,0,0,0,0,0,0,2007,SC120,RL,None,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,RFn,No,No,Oct,WD,Normal,202500
49.0,5820,2,4,4,3,8,8,1955,2005,0.0,3,4,3,129556.22656688045,3,0,5,256,1,0,906,1162,5,1163,0,0,1163,1,0,1,0,3,1,3,6,8,0,0,1955.0,1,220,2,3,2,142,98,0,0,0,0,0,0,2006,SC20,RM,None,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,Attchd,Unf,No,No,Jul,WD,Normal,126175
63.0,7500,2,4,4,3,4,5,2004,2005,120.0,3,3,4,128583.4110320539,3,0,6,680,1,0,400,1080,5,1080,0,0,1080,1,0,1,0,3,1,4,6,8,0,0,1980.0,0,0,0,0,2,0,0,0,0,0,0,0,0,2008,SC20,RL,None,Lvl,Inside,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,No,No,No,No,Apr,WD,Normal,141000
0.0,53227,2,3,4,2,7,6,1954,1994,0.0,3,3,4,297400.86894259293,3,3,4,1116,1,0,248,1364,5,1663,0,0,1663,1,0,1,0,2,1,4,6,7,2,4,1954.0,2,529,3,3,2,224,137,0,0,0,0,0,0,2008,SC20,RL,None,Low,CulDSac,ClearCr,Norm,Norm,1Fam,1Story,Flat,Tar&Grv,Plywood,Plywood,None,CBlock,GasA,Y,SBrkr,Attchd,Fin,No,No,Mar,WD,Normal,256000
60.0,8544,2,4,4,3,8,4,1950,1950,0.0,3,3,0,73648.15262366766,0,0,0,0,0,0,0,0,2,1040,0,0,1040,0,0,2,0,2,2,3,6,8,0,0,1987.0,2,400,3,3,2,0,0,0,0,0,0,0,0,2009,SC90,RL,None,Lvl,Corner,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,BrkFace,BrkFace,None,Slab,Wall,N,FuseA,Detchd,Unf,No,No,Jun,WD,Normal,92900
93.0,12085,2,4,4,3,3,5,2007,2007,328.0,4,3,5,320972.5516842614,3,0,6,1004,1,0,730,1734,5,1734,0,0,1734,1,0,2,0,3,1,5,7,8,1,4,2007.0,3,928,3,3,2,0,0,0,0,0,0,0,0,2007,SC20,RL,None,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,RFn,No,No,Nov,New,Partial,318000
